FID  ACQ ACQ_RDG ACQ_TIME                   TIME                       TS                   EAST     NORTH     HEIGHT GPS_TIME                   GPS_EAST GPS_NORTH GPS_HEIGHT TX_EAST  TX_NORTH  TX_HEIGHT RX_EAST  RX_NORTH  RX_HEIGHT ADC C DC_OFFSET               PRIMARY              NOISE                  POWERAMPL              POWERPHASE              NCH CH01                 CH02                 CH03                 CH04                  CH05                  CH06                   CH07                   CH08                   CH09                   CH10                   CH11                    CH12                    CH13                    CH14                    CH15                    CH16                    CH17                    CH18                    CH19                    CH20                    CH21                    CH22                    CH23                    
LINE:2
7    2   6       20241126T233110.332045635Z 20241126T233117.000000000Z 1732663877.000000000 489900.6 6277178.5 2.1    20241126T233118.000000000Z 489901.3 6277184.0 2.6        489901.3 6277183.4 1.8       489900.0 6277173.6 2.5       1.2 Y 0.0010306938409317473   720.26476976362051   8.1245533524472498e-06 7.17687780961863e-05   0.16969529677708817     23  -18.805988916160281  -146.76310849601219  -173.59233151965179  -123.95616827720627   -77.789650817365114   -36.798855715281562    -11.727618064517467    -5.6709082632623549    -3.7988975502935767    -0.80410351942704494   -0.28246175642021387    -0.10887792938300149    0.051774426400118631    0.2547559483711041      -0.036796347476869058   0.10259520471131971     -0.17411497416201574    -0.22799987431482069    0.12390384187474586     0.031815300767299534    0.070177709568130756    0.013626061123737926    0.04126742509873757     
7    2   6       20241126T233110.332045635Z 20241126T233117.000000000Z 1732663877.000000000 489900.6 6277178.5 2.1    20241126T233118.000000000Z 489901.3 6277184.0 2.6        489901.3 6277183.4 1.8       489900.0 6277173.6 2.5       1.3 Z -0.0011882244124753877  -15144.773134820245  7.54042179630901e-06   0.00020135008733351275 -2.2731592474591973     23  -920.36751089316886  68.745024622946843   741.36795954669753   860.98103688841445    720.83123647951345    430.06267173697188     195.7490857685026      90.739975778456852     43.597187601346228     20.988124398593602     11.326685269735647      5.8258528593501504      3.3868587547726454      2.1745117527649929      1.264686890698582       0.77944877101400201     0.27889424239184335     -0.044800338727523252   0.18902712970426735     0.17381997983495018     0.10303940259903901     -0.022529912156169687   0.037515417515957133    
8    2   7       20241126T233110.332045635Z 20241126T233118.000000000Z 1732663878.000000000 489900.8 6277179.5 2.1    20241126T233119.000000000Z 489901.4 6277184.9 2.6        489901.4 6277184.4 1.8       489900.1 6277174.5 2.5       1.1 X -0.0012687806711706578  -285.57350135028861  1.0431818872068509e-05 0.00022644724585097069 1.3140750749147669      23  2232.7352311968266   3185.6273062440778   2602.9334702096103   1636.5067014786919    963.27302540355583    411.9025468300058      132.19889365020663     50.373600907400359     20.427489281320284     8.3903318070530162     4.436234796458967       1.8988832531513473      1.1063481558225765      0.85017087554292214     0.47265347839742894     0.13704088980474022     -0.20369632137259444    -0.11991067490271079    0.10462269561708636     -0.060931748365408718   0.015832659387376158    0.032040876266721093    -0.011733988132443729   
8    2   7       20241126T233110.332045635Z 20241126T233118.000000000Z 1732663878.000000000 489900.8 6277179.5 2.1    20241126T233119.000000000Z 489901.4 6277184.9 2.6        489901.4 6277184.4 1.8       489900.1 6277174.5 2.5       1.2 Y 0.00048820404022253895  1224.6016907055605   8.5925072469003212e-06 7.0661849754921857e-05 -0.30226233807676933    23  441.74611387502404   421.69900354219931   246.60570013769436   112.65180543677259    44.151271083425065    7.5821483764156774     -1.1780131809133614    -2.7427991979874071    -2.9980323209668702    -0.93633181375801011   -0.69117173074087079    -0.58166472350838738    -0.19438124553017341    0.35123457763707133     -0.0067873249281271775  0.14931968554030262     -0.15499295486749942    -0.18812759986519123    0.035720004911881868    -0.010126189957499976   0.10603216787606427     -0.022770687974030285   -0.0076410267824589539  
8    2   7       20241126T233110.332045635Z 20241126T233118.000000000Z 1732663878.000000000 489900.8 6277179.5 2.1    20241126T233119.000000000Z 489901.4 6277184.9 2.6        489901.4 6277184.4 1.8       489900.1 6277174.5 2.5       1.3 Z -0.0011923793728509317  -15525.863414885986  8.0743946379292596e-06 0.00023459801869669806 -2.0288700193976532     23  -746.84079875302064  330.89922972961614   966.88296598661339   1009.4488752749287    810.49226937927972    468.68249915724954     207.38066302947951     95.096267291865402     45.49002982539551      21.738166233162438     11.565357824402358      5.9499010657383984      3.254968346964306       2.1344162274366729      1.3314549071963806      0.77968112083738006     0.33617578865156927     0.0084341351267780435   0.17771677166421848     0.118834053694634       0.084960864167569927    0.060462510706077617    0.018515198310299616    
9    2   8       20241126T233110.332045635Z 20241126T233119.000000000Z 1732663879.000000000 489900.9 6277180.6 2.1    20241126T233120.000000000Z 489901.7 6277186.0 2.6        489901.6 6277185.5 1.8       489900.3 6277175.6 2.5       1.1 X -0.0013128502872577278  205.65168708820761   1.3084052406697516e-05 0.00021083816209157514 1.4871265539987073      23  2201.8270796919282   3147.5461366166546   2575.162855455515    1617.7686305122472    949.67772686953447    403.7314441395402      127.99194057630892     48.2943257735377       19.669290091041145     8.5020638738067937     4.3876027664813089      2.1490291404335009      1.2791712339212056      0.93331281509948305     0.18487813833635452     -0.046697541881744915   0.04288899348385021     -0.075836004083626465   0.023191149050620623    -0.19119508933224352    0.088788228301313332    0.039295459418512008    0.0030822058554580921   
9    2   8       20241126T233110.332045635Z 20241126T233119.000000000Z 1732663879.000000000 489900.9 6277180.6 2.1    20241126T233120.000000000Z 489901.7 6277186.0 2.6        489901.6 6277185.5 1.8       489900.3 6277175.6 2.5       1.2 Y -0.00013042709703064864 1162.3802238544449   1.1832462095678123e-05 6.6374735798379635e-05 -0.22247582196024454    23  403.35993294646835   363.88845950462866   202.82018693213391   87.651114847509504    30.502626653414168    1.8141522815284421     -3.3172642124134284    -3.4264976806636027    -3.1283393147314422    -0.88977991466488815   -0.96139838322141358    -0.61766897770883633    -0.15533386713675534    0.25860307688318057     -0.17608164035033891    -0.00066144765312410082 0.0476346705749459      -0.0216558166495452     0.12858415221900499     -0.090852480875986366   0.02382252238154792     -0.062573165558651292   -0.025414698380774547   
9    2   8       20241126T233110.332045635Z 20241126T233119.000000000Z 1732663879.000000000 489900.9 6277180.6 2.1    20241126T233120.000000000Z 489901.7 6277186.0 2.6        489901.6 6277185.5 1.8       489900.3 6277175.6 2.5       1.3 Z -0.0012470825744886217  -15181.147190403317  7.6416885278623596e-06 0.00024335774664629124 -1.8431365696568103     23  -730.79613619441079  376.61778076082464   1018.1708326160038   1050.47366682079      838.72895429021469    482.64528055846529     211.84683142408468     96.649035936785339     46.228512270581682     22.0159354601271       11.742376346849257      6.1872361789966881      3.4754627331345707      2.2582185659689258      1.2653818857253369      0.62552332412553302     0.37929600283012127     0.16554031407140912     0.18645310631454548     0.027877774937655767    0.054129754547084234    0.07308432406225869     -0.0034898528647593729  
10   2   9       20241126T233110.332045635Z 20241126T233120.000000000Z 1732663880.000000000 489901.1 6277181.7 2.1    20241126T233121.000000000Z 489901.9 6277187.1 2.6        489901.8 6277186.6 1.8       489900.5 6277176.8 2.4       1.1 X -0.0008448530699412003  -68.622648376063196  1.3639721776557692e-05 0.00020188455114753114 1.6834342003045484      23  2175.2302675043952   3145.3478264318742   2591.6664776819216   1637.3512011096143    964.30177282741442    410.46309254856908     130.64420413507051     49.23628318883447      19.781531395987919     8.6939628378671507     4.7104501681524935      2.8582220690172648      1.1205221484654277      0.38646304084574468     0.088642666216908486    -0.19211006359832139    0.20194597205523449     -0.023651019506243012   0.097523546971888989    0.062634972396487437    0.10630881648109959     0.012641752032356462    -0.031133146615639793   
10   2   9       20241126T233110.332045635Z 20241126T233120.000000000Z 1732663880.000000000 489901.1 6277181.7 2.1    20241126T233121.000000000Z 489901.9 6277187.1 2.6        489901.8 6277186.6 1.8       489900.5 6277176.8 2.4       1.2 Y 0.00019213509802841076  1277.0766973589023   1.3200733659080764e-05 6.6244388563533628e-05 0.32876549518417575     23  441.7259440464158    425.60682108802615   255.5491636325678    119.61054661139276    47.147458617258067    7.3653889002916344     -2.432444687826897     -3.5837233116888099    -3.6442306835378684    -1.2619246524396219    -0.94251002256988303    -0.301452672642254      -0.44136028582346626    -0.54553487468367889    -0.28014091170194033    0.097664585007861765    0.31898382870734954     -0.10937661269581099    0.19517297875987918     0.0061437268808290013   0.049544016690314073    -0.0025971408632697169  -0.021275626077494673   
