Gnss DateTime (Local Time), Northing(m), Easting(m), Height MSL(m),Vertical Accuracy(m)
27/01/2026 01:08:24 PM (UTC+1030),6277491.676,491537.795,13.441,0.11
27/01/2026 01:08:25 PM (UTC+1030),6277491.202,491537.061,13.496,0.106
27/01/2026 01:08:26 PM (UTC+1030),6277490.72,491536.3,13.475,0.107
27/01/2026 01:08:27 PM (UTC+1030),6277490.391,491535.485,13.531,0.107
27/01/2026 01:08:28 PM (UTC+1030),6277490.112,491534.534,13.488,0.106
27/01/2026 01:08:29 PM (UTC+1030),6277489.757,491533.752,13.522,0.109
27/01/2026 01:08:30 PM (UTC+1030),6277489.203,491533.058,13.524,0.107
27/01/2026 01:08:31 PM (UTC+1030),6277488.69,491532.388,13.554,0.108
27/01/2026 01:08:32 PM (UTC+1030),6277488.44,491531.65,13.545,0.106
27/01/2026 01:08:33 PM (UTC+1030),6277488.081,491530.818,13.497,0.106
27/01/2026 01:08:34 PM (UTC+1030),6277487.608,491530.12,13.551,0.106
27/01/2026 01:08:35 PM (UTC+1030),6277487.35,491529.322,13.488,0.106
27/01/2026 01:08:36 PM (UTC+1030),6277486.982,491528.637,13.498,0.106
27/01/2026 01:08:37 PM (UTC+1030),6277486.595,491527.917,13.538,0.107
27/01/2026 01:08:38 PM (UTC+1030),6277486.389,491527.111,13.464,0.107
27/01/2026 01:08:39 PM (UTC+1030),6277486.319,491526.406,13.502,0.107
27/01/2026 01:08:40 PM (UTC+1030),6277486.048,491525.719,13.507,0.107
27/01/2026 01:08:41 PM (UTC+1030),6277485.87,491525.033,13.426,0.107
27/01/2026 01:08:42 PM (UTC+1030),6277485.829,491524.287,13.406,0.109
27/01/2026 01:08:43 PM (UTC+1030),6277485.549,491523.57,13.355,0.109
27/01/2026 01:08:44 PM (UTC+1030),6277485.449,491522.923,13.326,0.107
27/01/2026 01:08:45 PM (UTC+1030),6277485.506,491522.316,13.333,0.104
27/01/2026 01:08:46 PM (UTC+1030),6277485.19,491521.648,13.298,0.106
27/01/2026 01:08:47 PM (UTC+1030),6277485.257,491520.95,13.271,0.104
27/01/2026 01:08:48 PM (UTC+1030),6277485.687,491520.35,13.289,0.104
27/01/2026 01:08:49 PM (UTC+1030),6277485.85,491519.751,13.263,0.102
27/01/2026 01:08:50 PM (UTC+1030),6277486.06,491519.136,13.174,0.102
27/01/2026 01:08:51 PM (UTC+1030),6277485.794,491518.476,13.157,0.102
27/01/2026 01:08:52 PM (UTC+1030),6277485.451,491517.95,13.087,0.102
27/01/2026 01:08:53 PM (UTC+1030),6277485.246,491517.189,13.043,0.099
27/01/2026 01:08:54 PM (UTC+1030),6277485.015,491516.505,13.023,0.099
27/01/2026 01:08:55 PM (UTC+1030),6277484.437,491515.908,12.94,0.099
27/01/2026 01:08:56 PM (UTC+1030),6277483.928,491515.267,12.936,0.101
27/01/2026 01:08:57 PM (UTC+1030),6277483.703,491514.568,12.836,0.104
27/01/2026 01:08:58 PM (UTC+1030),6277483.505,491513.781,12.804,0.104
27/01/2026 01:08:59 PM (UTC+1030),6277483.256,491513.059,12.779,0.1
27/01/2026 01:09:00 PM (UTC+1030),6277483.059,491512.305,12.748,0.102
27/01/2026 01:09:01 PM (UTC+1030),6277482.745,491511.651,12.642,0.104
27/01/2026 01:09:02 PM (UTC+1030),6277482.336,491510.876,12.617,0.104
27/01/2026 01:09:03 PM (UTC+1030),6277482.146,491510.155,12.543,0.104
27/01/2026 01:09:04 PM (UTC+1030),6277481.879,491509.419,12.524,0.102
27/01/2026 01:09:05 PM (UTC+1030),6277481.475,491508.872,12.504,0.104
27/01/2026 01:09:06 PM (UTC+1030),6277481.157,491508.114,12.392,0.102
27/01/2026 01:09:07 PM (UTC+1030),6277481.012,491507.332,12.375,0.102
27/01/2026 01:09:08 PM (UTC+1030),6277480.768,491506.585,12.364,0.102
27/01/2026 01:09:09 PM (UTC+1030),6277480.524,491505.961,12.352,0.102
27/01/2026 01:09:10 PM (UTC+1030),6277480.361,491505.321,12.317,0.101
27/01/2026 01:09:11 PM (UTC+1030),6277480.251,491504.763,12.227,0.103
27/01/2026 01:09:12 PM (UTC+1030),6277480.028,491504.114,12.234,0.102
27/01/2026 01:09:13 PM (UTC+1030),6277479.82,491503.47,12.135,0.101
27/01/2026 01:09:14 PM (UTC+1030),6277479.554,491502.771,12.086,0.1
27/01/2026 01:09:15 PM (UTC+1030),6277479.139,491502.144,12.068,0.102
27/01/2026 01:09:16 PM (UTC+1030),6277479.017,491501.473,11.994,0.101
27/01/2026 01:09:17 PM (UTC+1030),6277478.909,491500.745,11.971,0.101
27/01/2026 01:09:18 PM (UTC+1030),6277478.673,491499.986,11.971,0.101
27/01/2026 01:09:19 PM (UTC+1030),6277478.779,491499.246,11.874,0.101
27/01/2026 01:09:20 PM (UTC+1030),6277478.994,491498.46,11.886,0.102
27/01/2026 01:09:21 PM (UTC+1030),6277478.764,491497.724,11.858,0.104
27/01/2026 01:09:22 PM (UTC+1030),6277478.773,491496.853,11.792,0.103
27/01/2026 01:09:23 PM (UTC+1030),6277478.826,491496.01,11.777,0.103
27/01/2026 01:09:24 PM (UTC+1030),6277478.867,491495.019,11.696,0.102
27/01/2026 01:09:25 PM (UTC+1030),6277479.016,491493.989,11.679,0.102
27/01/2026 01:09:26 PM (UTC+1030),6277479.096,491493.214,11.649,0.099
27/01/2026 01:09:27 PM (UTC+1030),6277479.178,491492.341,11.617,0.101
27/01/2026 01:09:28 PM (UTC+1030),6277479.126,491491.523,11.603,0.101
27/01/2026 01:09:29 PM (UTC+1030),6277479.211,491490.75,11.533,0.102
27/01/2026 01:09:30 PM (UTC+1030),6277479.36,491489.938,11.523,0.099
27/01/2026 01:09:31 PM (UTC+1030),6277479.084,491489.071,11.516,0.099
27/01/2026 01:09:32 PM (UTC+1030),6277479.057,491488.296,11.492,0.101
27/01/2026 01:09:33 PM (UTC+1030),6277479.083,491487.509,11.399,0.101
27/01/2026 01:09:34 PM (UTC+1030),6277479.168,491486.576,11.398,0.099
27/01/2026 01:09:35 PM (UTC+1030),6277479.209,491485.582,11.27,0.099
27/01/2026 01:09:36 PM (UTC+1030),6277479.103,491484.616,11.271,0.099
27/01/2026 01:09:37 PM (UTC+1030),6277479.021,491483.611,11.156,0.099
27/01/2026 01:09:38 PM (UTC+1030),6277479.03,491482.645,11.148,0.099
27/01/2026 01:09:39 PM (UTC+1030),6277479.08,491481.813,11.09,0.096
27/01/2026 01:09:40 PM (UTC+1030),6277479.016,491480.914,11.061,0.096
27/01/2026 01:09:41 PM (UTC+1030),6277478.954,491480.009,10.972,0.098
27/01/2026 01:09:42 PM (UTC+1030),6277478.976,491479.155,10.936,0.098
27/01/2026 01:09:43 PM (UTC+1030),6277478.95,491478.24,10.865,0.098
27/01/2026 01:09:44 PM (UTC+1030),6277478.749,491477.417,10.847,0.099
27/01/2026 01:09:45 PM (UTC+1030),6277478.543,491476.641,10.823,0.099
27/01/2026 01:09:46 PM (UTC+1030),6277478.544,491475.828,10.77,0.099
27/01/2026 01:09:47 PM (UTC+1030),6277478.59,491474.993,10.694,0.099
27/01/2026 01:09:48 PM (UTC+1030),6277478.519,491474.043,10.643,0.098
27/01/2026 01:09:49 PM (UTC+1030),6277478.52,491473.176,10.629,0.098
27/01/2026 01:09:50 PM (UTC+1030),6277478.459,491472.264,10.58,0.102
27/01/2026 01:09:51 PM (UTC+1030),6277478.229,491471.411,10.517,0.104
27/01/2026 01:09:52 PM (UTC+1030),6277477.956,491470.552,10.518,0.102
27/01/2026 01:09:53 PM (UTC+1030),6277477.905,491469.68,10.499,0.104
27/01/2026 01:09:54 PM (UTC+1030),6277477.948,491468.794,10.449,0.104
27/01/2026 01:09:55 PM (UTC+1030),6277477.926,491468.004,10.414,0.106
27/01/2026 01:09:56 PM (UTC+1030),6277477.714,491467.128,10.407,0.105
27/01/2026 01:09:57 PM (UTC+1030),6277477.762,491466.323,10.379,0.105
27/01/2026 01:09:58 PM (UTC+1030),6277477.867,491465.46,10.358,0.105
27/01/2026 01:09:59 PM (UTC+1030),6277477.834,491464.565,10.327,0.105
27/01/2026 01:10:00 PM (UTC+1030),6277477.886,491463.735,10.319,0.105
27/01/2026 01:10:01 PM (UTC+1030),6277477.978,491462.868,10.32,0.106
27/01/2026 01:10:02 PM (UTC+1030),6277477.854,491462.029,10.243,0.106
27/01/2026 01:10:03 PM (UTC+1030),6277477.727,491461.096,10.271,0.106
27/01/2026 01:10:04 PM (UTC+1030),6277477.66,491460.292,10.211,0.106
27/01/2026 01:10:05 PM (UTC+1030),6277477.737,491459.434,10.14,0.105
27/01/2026 01:10:06 PM (UTC+1030),6277477.665,491458.481,10.06,0.105
27/01/2026 01:10:07 PM (UTC+1030),6277477.572,491457.671,10.028,0.105
27/01/2026 01:10:08 PM (UTC+1030),6277477.568,491456.93,9.914,0.103
27/01/2026 01:10:09 PM (UTC+1030),6277477.609,491456.098,9.927,0.103
27/01/2026 01:10:10 PM (UTC+1030),6277477.389,491455.334,9.863,0.103
27/01/2026 01:10:11 PM (UTC+1030),6277477.202,491454.495,9.839,0.105
27/01/2026 01:10:12 PM (UTC+1030),6277477.261,491453.735,9.754,0.1
27/01/2026 01:10:13 PM (UTC+1030),6277477.154,491452.907,9.685,0.1
27/01/2026 01:10:14 PM (UTC+1030),6277477.127,491451.918,9.679,0.103
27/01/2026 01:10:15 PM (UTC+1030),6277477.354,491451.041,9.542,0.103
27/01/2026 01:10:16 PM (UTC+1030),6277477.669,491450.11,9.539,0.105
27/01/2026 01:10:17 PM (UTC+1030),6277477.893,491449.241,9.406,0.105
27/01/2026 01:10:18 PM (UTC+1030),6277478.005,491448.361,9.4,0.105
27/01/2026 01:10:19 PM (UTC+1030),6277478.269,491447.653,9.321,0.106
27/01/2026 01:10:20 PM (UTC+1030),6277478.424,491446.759,9.256,0.106
27/01/2026 01:10:21 PM (UTC+1030),6277478.437,491445.856,9.229,0.108
27/01/2026 01:10:22 PM (UTC+1030),6277478.569,491445.013,9.143,0.106
27/01/2026 01:10:23 PM (UTC+1030),6277478.808,491444.095,9.123,0.106
27/01/2026 01:10:24 PM (UTC+1030),6277478.884,491443.141,9.06,0.107
27/01/2026 01:10:25 PM (UTC+1030),6277478.845,491442.194,9.09,0.107
27/01/2026 01:10:26 PM (UTC+1030),6277479.016,491441.325,8.994,0.109
27/01/2026 01:10:27 PM (UTC+1030),6277479.213,491440.375,8.994,0.106
27/01/2026 01:10:28 PM (UTC+1030),6277479.329,491439.365,8.919,0.107
27/01/2026 01:10:29 PM (UTC+1030),6277479.413,491438.385,8.941,0.107
27/01/2026 01:10:30 PM (UTC+1030),6277479.614,491437.442,8.86,0.106
27/01/2026 01:10:31 PM (UTC+1030),6277479.647,491436.425,8.856,0.106
27/01/2026 01:10:32 PM (UTC+1030),6277479.687,491435.449,8.849,0.107
27/01/2026 01:10:33 PM (UTC+1030),6277479.849,491434.596,8.81,0.107
27/01/2026 01:10:34 PM (UTC+1030),6277479.999,491433.654,8.771,0.106
27/01/2026 01:10:35 PM (UTC+1030),6277480.252,491432.847,8.74,0.106
27/01/2026 01:10:36 PM (UTC+1030),6277480.374,491431.963,8.704,0.107
27/01/2026 01:10:37 PM (UTC+1030),6277480.463,491431.057,8.654,0.107
27/01/2026 01:10:38 PM (UTC+1030),6277480.761,491430.234,8.61,0.106
27/01/2026 01:10:39 PM (UTC+1030),6277481.11,491429.441,8.532,0.106
27/01/2026 01:10:40 PM (UTC+1030),6277481.392,491428.589,8.544,0.107
27/01/2026 01:10:41 PM (UTC+1030),6277481.402,491427.738,8.5,0.109
27/01/2026 01:10:42 PM (UTC+1030),6277481.599,491426.72,8.393,0.107
27/01/2026 01:10:43 PM (UTC+1030),6277481.716,491425.748,8.389,0.107
27/01/2026 01:10:44 PM (UTC+1030),6277481.803,491424.855,8.281,0.109
27/01/2026 01:10:45 PM (UTC+1030),6277481.909,491423.994,8.305,0.107
27/01/2026 01:10:46 PM (UTC+1030),6277482.01,491423.315,8.19,0.109
27/01/2026 01:10:47 PM (UTC+1030),6277481.986,491422.447,8.177,0.111
27/01/2026 01:10:48 PM (UTC+1030),6277481.953,491421.577,8.147,0.11
27/01/2026 01:10:49 PM (UTC+1030),6277482.166,491420.687,8.085,0.11
27/01/2026 01:10:50 PM (UTC+1030),6277482.343,491419.821,8.072,0.106
27/01/2026 01:10:51 PM (UTC+1030),6277482.375,491418.946,8.017,0.123
27/01/2026 01:10:52 PM (UTC+1030),6277482.354,491418.06,8.021,0.122
27/01/2026 01:10:53 PM (UTC+1030),6277482.35,491417.16,7.924,0.125
27/01/2026 01:10:54 PM (UTC+1030),6277482.452,491416.246,7.948,0.117
27/01/2026 01:10:55 PM (UTC+1030),6277482.43,491415.326,7.895,0.117
27/01/2026 01:10:56 PM (UTC+1030),6277482.462,491414.359,7.876,0.11
27/01/2026 01:10:57 PM (UTC+1030),6277482.665,491413.46,7.808,0.112
27/01/2026 01:10:58 PM (UTC+1030),6277482.755,491412.432,7.791,0.109
27/01/2026 01:10:59 PM (UTC+1030),6277482.771,491411.412,7.739,0.109
27/01/2026 01:11:00 PM (UTC+1030),6277482.873,491410.404,7.728,0.104
27/01/2026 01:11:01 PM (UTC+1030),6277482.949,491409.391,7.639,0.106
27/01/2026 01:11:02 PM (UTC+1030),6277483,491408.385,7.613,0.107
27/01/2026 01:11:03 PM (UTC+1030),6277483.174,491407.398,7.541,0.104
27/01/2026 01:11:04 PM (UTC+1030),6277483.267,491406.412,7.554,0.106
27/01/2026 01:11:05 PM (UTC+1030),6277483.445,491405.406,7.492,0.106
27/01/2026 01:11:06 PM (UTC+1030),6277483.535,491404.507,7.465,0.106
27/01/2026 01:11:07 PM (UTC+1030),6277483.506,491403.527,7.4,0.106
27/01/2026 01:11:08 PM (UTC+1030),6277483.56,491402.558,7.405,0.106
27/01/2026 01:11:09 PM (UTC+1030),6277483.628,491401.651,7.359,0.103
27/01/2026 01:11:10 PM (UTC+1030),6277483.656,491400.721,7.324,0.103
27/01/2026 01:11:11 PM (UTC+1030),6277483.72,491399.774,7.268,0.103
27/01/2026 01:11:12 PM (UTC+1030),6277483.792,491398.676,7.266,0.107
27/01/2026 01:11:13 PM (UTC+1030),6277483.872,491397.707,7.196,0.106
27/01/2026 01:11:14 PM (UTC+1030),6277484.017,491396.817,7.175,0.106
27/01/2026 01:11:15 PM (UTC+1030),6277484.093,491395.903,7.129,0.106
27/01/2026 01:11:16 PM (UTC+1030),6277484.068,491394.924,7.124,0.109
27/01/2026 01:11:17 PM (UTC+1030),6277484.117,491393.975,7.046,0.109
27/01/2026 01:11:18 PM (UTC+1030),6277484.193,491393.085,7.051,0.107
27/01/2026 01:11:19 PM (UTC+1030),6277484.365,491392.14,6.996,0.104
27/01/2026 01:11:20 PM (UTC+1030),6277484.453,491391.329,7.035,0.106
27/01/2026 01:11:21 PM (UTC+1030),6277484.625,491390.441,6.954,0.106
27/01/2026 01:11:22 PM (UTC+1030),6277484.724,491389.571,6.964,0.106
27/01/2026 01:11:23 PM (UTC+1030),6277484.699,491388.682,6.936,0.106
27/01/2026 01:11:24 PM (UTC+1030),6277484.655,491387.776,6.932,0.104
27/01/2026 01:11:25 PM (UTC+1030),6277484.753,491386.858,6.903,0.104
27/01/2026 01:11:26 PM (UTC+1030),6277484.957,491386.038,6.858,0.104
27/01/2026 01:11:27 PM (UTC+1030),6277485.062,491385.19,6.857,0.104
27/01/2026 01:11:28 PM (UTC+1030),6277485.11,491384.293,6.825,0.106
27/01/2026 01:11:29 PM (UTC+1030),6277485.122,491383.369,6.797,0.108
27/01/2026 01:11:30 PM (UTC+1030),6277485.282,491382.583,6.754,0.104
27/01/2026 01:11:31 PM (UTC+1030),6277485.183,491381.791,6.727,0.106
27/01/2026 01:11:32 PM (UTC+1030),6277485.243,491380.985,6.688,0.106
27/01/2026 01:11:33 PM (UTC+1030),6277485.314,491380.137,6.714,0.104
27/01/2026 01:11:34 PM (UTC+1030),6277485.366,491379.322,6.656,0.106
27/01/2026 01:11:35 PM (UTC+1030),6277485.422,491378.447,6.621,0.106
27/01/2026 01:11:36 PM (UTC+1030),6277485.571,491377.578,6.601,0.107
27/01/2026 01:11:37 PM (UTC+1030),6277485.481,491376.765,6.59,0.107
27/01/2026 01:11:38 PM (UTC+1030),6277485.607,491375.902,6.506,0.109
27/01/2026 01:11:39 PM (UTC+1030),6277485.747,491375.046,6.504,0.109
27/01/2026 01:11:40 PM (UTC+1030),6277485.764,491374.167,6.462,0.104
27/01/2026 01:11:41 PM (UTC+1030),6277485.868,491373.319,6.406,0.106
27/01/2026 01:11:42 PM (UTC+1030),6277486.049,491372.429,6.423,0.104
27/01/2026 01:11:43 PM (UTC+1030),6277486.083,491371.555,6.383,0.104
27/01/2026 01:11:44 PM (UTC+1030),6277486.138,491370.719,6.34,0.104
27/01/2026 01:11:45 PM (UTC+1030),6277486.347,491369.89,6.323,0.104
27/01/2026 01:11:46 PM (UTC+1030),6277486.358,491369.059,6.277,0.102
27/01/2026 01:11:47 PM (UTC+1030),6277486.417,491368.179,6.301,0.102
27/01/2026 01:11:48 PM (UTC+1030),6277486.592,491367.422,6.25,0.102
27/01/2026 01:11:49 PM (UTC+1030),6277486.68,491366.518,6.199,0.102
27/01/2026 01:11:50 PM (UTC+1030),6277486.737,491365.69,6.233,0.1
27/01/2026 01:11:51 PM (UTC+1030),6277486.942,491364.939,6.216,0.102
27/01/2026 01:11:52 PM (UTC+1030),6277486.948,491364.046,6.15,0.102
27/01/2026 01:11:53 PM (UTC+1030),6277487.009,491363.169,6.146,0.102
27/01/2026 01:11:54 PM (UTC+1030),6277487.15,491362.263,6.107,0.104
27/01/2026 01:11:55 PM (UTC+1030),6277487.179,491361.401,6.046,0.104
27/01/2026 01:11:56 PM (UTC+1030),6277487.26,491360.616,6.065,0.104
27/01/2026 01:11:57 PM (UTC+1030),6277487.521,491359.821,6.025,0.104
27/01/2026 01:11:58 PM (UTC+1030),6277487.46,491358.947,5.991,0.102
27/01/2026 01:11:59 PM (UTC+1030),6277487.548,491358.046,5.97,0.102
27/01/2026 01:12:00 PM (UTC+1030),6277487.697,491357.196,5.967,0.102
27/01/2026 01:12:01 PM (UTC+1030),6277487.803,491356.327,5.898,0.104
27/01/2026 01:12:02 PM (UTC+1030),6277487.863,491355.448,5.9,0.102
27/01/2026 01:12:03 PM (UTC+1030),6277488.074,491354.558,5.841,0.102
27/01/2026 01:12:04 PM (UTC+1030),6277488.253,491353.647,5.846,0.1
27/01/2026 01:12:05 PM (UTC+1030),6277488.312,491352.752,5.849,0.099
27/01/2026 01:12:06 PM (UTC+1030),6277488.457,491351.892,5.739,0.1
27/01/2026 01:12:07 PM (UTC+1030),6277488.704,491351.049,5.727,0.102
27/01/2026 01:12:08 PM (UTC+1030),6277488.694,491350.168,5.688,0.1
27/01/2026 01:12:09 PM (UTC+1030),6277488.697,491349.238,5.662,0.102
27/01/2026 01:12:10 PM (UTC+1030),6277488.848,491348.417,5.641,0.099
27/01/2026 01:12:11 PM (UTC+1030),6277488.963,491347.576,5.596,0.101
27/01/2026 01:12:12 PM (UTC+1030),6277488.957,491347.064,5.626,0.101
27/01/2026 01:12:13 PM (UTC+1030),6277488.752,491346.882,5.67,0.101
27/01/2026 01:12:14 PM (UTC+1030),6277489.16,491346.694,5.582,0.102
27/01/2026 01:12:15 PM (UTC+1030),6277489.319,491345.967,5.59,0.1
27/01/2026 01:12:16 PM (UTC+1030),6277489.711,491345.27,5.545,0.102
27/01/2026 01:12:17 PM (UTC+1030),6277489.943,491344.373,5.503,0.104
27/01/2026 01:12:18 PM (UTC+1030),6277490.1,491343.478,5.496,0.104
27/01/2026 01:12:19 PM (UTC+1030),6277490.413,491342.751,5.455,0.104
27/01/2026 01:12:20 PM (UTC+1030),6277490.756,491341.946,5.42,0.102
27/01/2026 01:12:21 PM (UTC+1030),6277491.051,491341.038,5.393,0.103
27/01/2026 01:12:22 PM (UTC+1030),6277491.128,491340.13,5.392,0.103
27/01/2026 01:12:23 PM (UTC+1030),6277491.267,491339.246,5.349,0.103
27/01/2026 01:12:24 PM (UTC+1030),6277491.464,491338.367,5.368,0.101
27/01/2026 01:12:25 PM (UTC+1030),6277491.665,491337.421,5.294,0.101
27/01/2026 01:12:26 PM (UTC+1030),6277491.845,491336.519,5.317,0.101
27/01/2026 01:12:27 PM (UTC+1030),6277492.027,491335.62,5.282,0.101
27/01/2026 01:12:28 PM (UTC+1030),6277492.147,491334.706,5.28,0.102
27/01/2026 01:12:29 PM (UTC+1030),6277492.181,491333.751,5.228,0.1
27/01/2026 01:12:30 PM (UTC+1030),6277492.239,491332.862,5.278,0.1
27/01/2026 01:12:31 PM (UTC+1030),6277492.332,491331.992,5.208,0.102
27/01/2026 01:12:32 PM (UTC+1030),6277492.486,491331.107,5.181,0.102
27/01/2026 01:12:33 PM (UTC+1030),6277492.597,491330.165,5.073,0.101
27/01/2026 01:12:34 PM (UTC+1030),6277492.741,491329.162,5.091,0.101
27/01/2026 01:12:35 PM (UTC+1030),6277492.923,491328.175,5.019,0.101
27/01/2026 01:12:36 PM (UTC+1030),6277493.129,491327.211,5.014,0.104
27/01/2026 01:12:37 PM (UTC+1030),6277493.379,491326.275,4.951,0.104
27/01/2026 01:12:38 PM (UTC+1030),6277493.493,491325.299,4.981,0.102
27/01/2026 01:12:39 PM (UTC+1030),6277493.62,491324.364,4.904,0.102
27/01/2026 01:12:40 PM (UTC+1030),6277493.776,491323.435,4.927,0.102
27/01/2026 01:12:41 PM (UTC+1030),6277493.964,491322.558,4.89,0.104
27/01/2026 01:12:42 PM (UTC+1030),6277494.124,491321.568,4.901,0.104
27/01/2026 01:12:43 PM (UTC+1030),6277494.408,491320.705,4.847,0.104
27/01/2026 01:12:44 PM (UTC+1030),6277494.839,491319.847,4.859,0.103
27/01/2026 01:12:45 PM (UTC+1030),6277494.987,491318.983,4.813,0.101
27/01/2026 01:12:46 PM (UTC+1030),6277495.096,491318.001,4.853,0.103
27/01/2026 01:12:47 PM (UTC+1030),6277495.296,491317.108,4.827,0.103
27/01/2026 01:12:48 PM (UTC+1030),6277495.428,491316.223,4.835,0.102
27/01/2026 01:12:49 PM (UTC+1030),6277495.498,491315.381,4.85,0.104
27/01/2026 01:12:50 PM (UTC+1030),6277495.657,491314.488,4.787,0.102
27/01/2026 01:12:51 PM (UTC+1030),6277495.833,491313.607,4.755,0.104
27/01/2026 01:12:52 PM (UTC+1030),6277496.083,491312.717,4.756,0.102
27/01/2026 01:12:53 PM (UTC+1030),6277496.236,491311.788,4.704,0.102
27/01/2026 01:12:54 PM (UTC+1030),6277496.382,491310.882,4.724,0.104
27/01/2026 01:12:55 PM (UTC+1030),6277496.758,491309.897,4.586,0.104
27/01/2026 01:12:56 PM (UTC+1030),6277497.157,491308.998,4.598,0.103
27/01/2026 01:12:57 PM (UTC+1030),6277497.378,491308.11,4.531,0.102
27/01/2026 01:12:58 PM (UTC+1030),6277497.56,491307.155,4.55,0.1
27/01/2026 01:12:59 PM (UTC+1030),6277497.821,491306.266,4.504,0.1
27/01/2026 01:13:00 PM (UTC+1030),6277497.972,491305.342,4.522,0.1
27/01/2026 01:13:01 PM (UTC+1030),6277498.051,491304.431,4.486,0.102
27/01/2026 01:13:02 PM (UTC+1030),6277498.321,491303.475,4.485,0.102
27/01/2026 01:13:03 PM (UTC+1030),6277498.569,491302.669,4.444,0.102
27/01/2026 01:13:04 PM (UTC+1030),6277498.768,491301.824,4.432,0.101
27/01/2026 01:13:05 PM (UTC+1030),6277498.922,491300.902,4.382,0.104
27/01/2026 01:13:06 PM (UTC+1030),6277498.914,491300.016,4.392,0.102
27/01/2026 01:13:07 PM (UTC+1030),6277499.018,491299.079,4.327,0.102
27/01/2026 01:13:08 PM (UTC+1030),6277499.072,491298.053,4.285,0.102
27/01/2026 01:13:09 PM (UTC+1030),6277499.259,491297.112,4.281,0.1
27/01/2026 01:13:10 PM (UTC+1030),6277499.458,491296.171,4.278,0.1
27/01/2026 01:13:11 PM (UTC+1030),6277499.585,491295.326,4.283,0.102
27/01/2026 01:13:12 PM (UTC+1030),6277499.924,491294.482,4.227,0.102
27/01/2026 01:13:13 PM (UTC+1030),6277500.258,491293.652,4.247,0.102
27/01/2026 01:13:14 PM (UTC+1030),6277500.321,491292.771,4.199,0.102
27/01/2026 01:13:15 PM (UTC+1030),6277500.412,491291.95,4.215,0.102
27/01/2026 01:13:16 PM (UTC+1030),6277500.669,491291.137,4.185,0.102
27/01/2026 01:13:17 PM (UTC+1030),6277500.773,491290.301,4.148,0.102
27/01/2026 01:13:18 PM (UTC+1030),6277500.919,491289.449,4.158,0.103
27/01/2026 01:13:19 PM (UTC+1030),6277501.159,491288.598,4.119,0.103
27/01/2026 01:13:20 PM (UTC+1030),6277501.374,491287.861,4.134,0.099
27/01/2026 01:13:21 PM (UTC+1030),6277501.411,491287.01,4.128,0.101
27/01/2026 01:13:22 PM (UTC+1030),6277501.345,491286.182,4.151,0.101
27/01/2026 01:13:23 PM (UTC+1030),6277501.431,491285.296,4.091,0.101
27/01/2026 01:13:24 PM (UTC+1030),6277501.279,491284.401,4.13,0.101
27/01/2026 01:13:25 PM (UTC+1030),6277500.947,491283.483,4.083,0.101
27/01/2026 01:13:26 PM (UTC+1030),6277500.871,491282.487,4.113,0.103
27/01/2026 01:13:27 PM (UTC+1030),6277500.658,491281.555,4.123,0.103
27/01/2026 01:13:28 PM (UTC+1030),6277500.654,491280.644,4.092,0.104
27/01/2026 01:13:29 PM (UTC+1030),6277500.503,491279.686,4.066,0.104
27/01/2026 01:13:30 PM (UTC+1030),6277500.237,491278.78,4.033,0.104
27/01/2026 01:13:31 PM (UTC+1030),6277500.114,491277.861,3.991,0.107
27/01/2026 01:13:32 PM (UTC+1030),6277499.91,491276.944,3.9,0.106
27/01/2026 01:13:33 PM (UTC+1030),6277499.812,491276.035,3.863,0.106
27/01/2026 01:13:34 PM (UTC+1030),6277499.634,491275.075,3.811,0.105
27/01/2026 01:13:35 PM (UTC+1030),6277499.512,491274.135,3.793,0.106
27/01/2026 01:13:36 PM (UTC+1030),6277499.439,491273.237,3.696,0.109
27/01/2026 01:13:37 PM (UTC+1030),6277499.33,491272.22,3.695,0.109
27/01/2026 01:13:38 PM (UTC+1030),6277499.295,491271.246,3.585,0.107
27/01/2026 01:13:39 PM (UTC+1030),6277499.309,491270.335,3.601,0.107
27/01/2026 01:13:40 PM (UTC+1030),6277499.373,491269.357,3.5,0.107
27/01/2026 01:13:41 PM (UTC+1030),6277499.291,491268.381,3.472,0.109
27/01/2026 01:13:42 PM (UTC+1030),6277499.129,491267.467,3.397,0.11
